phenotype,ancestry,mean,yerr1,yerr2
RedCellCount,CHG,0.7859282172560035,1.4684576078644458,1.287328077625097
RedCellCount,EHG,0.6078358207731487,0.8732843591310127,1.0852982349269626
RedCellCount,Yamnaya,1.1544001461468314,2.2833034528037333,1.0352104102412598
RedCellCount,WHG,-0.3755940290532884,0.9471919038701431,1.1217746560689554
RedCellCount,Farmer,-0.5273561263041294,1.1403685811532482,0.9587979031086711
RedCellCount,EastAsian,-0.538009673045852,1.0467982881765083,1.154759305911687
RedCellCount,African,-1.1072043557727138,0.8807551888007052,1.1630407546812154
